language,uni_lemma,lexical_class,category,definition,word_clean
German,wash,verbs,action_words,waschen,waschen
German,washing machine,nouns,furniture_rooms,Waschmaschine,Waschmaschine
German,watch (action),verbs,action_words,zugucken,zugucken
German,watch (action),verbs,action_words,gucken,gucken
German,water (beverage),nouns,food_drink,Wasser,Wasser
German,we,function_words,pronouns,wir,wir
German,wet (description),adjectives,descriptive_words,nass,nass
German,what,function_words,question_words,was,was
German,when (question),function_words,question_words,wann,wann
German,where (question),function_words,question_words,wo,wo
German,which (question),function_words,question_words,welche,welche
German,white,adjectives,descriptive_words,weiß,weiß
German,who,function_words,question_words,wer,wer
German,why,function_words,question_words,warum,warum
German,wind,nouns,outside,Wind,Wind
German,window,nouns,furniture_rooms,Fenster,Fenster
German,wipe,verbs,action_words,wischen,wischen
German,with,function_words,locations,mit,mit
German,wolf,nouns,animals,Wolf,Wolf
German,work (action),verbs,action_words,arbeiten,arbeiten
German,write,verbs,action_words,schreiben,schreiben
German,yard,nouns,outside,Hof,Hof
German,yellow,adjectives,descriptive_words,gelb,gelb
German,yogurt,nouns,food_drink,Joghurt,Joghurt
German,you,function_words,pronouns,euch,euch
German,you,function_words,pronouns,du,du
German,your,function_words,pronouns,dein,dein
German,bathroom,nouns,furniture_rooms,Klo/Toilette,Toilette
German,orange (food),nouns,food_drink,Orange/Apfelsine,Apfelsine
