language,uni_lemma,lexical_class,category,definition,word_clean
Mandarin (Taiwanese),road,nouns,outside,馬路,马路
Mandarin (Taiwanese),robot,nouns,toys,機器人,机器人
Mandarin (Taiwanese),rock (object),nouns,outside,石頭,石头
Mandarin (Taiwanese),room,nouns,furniture_rooms,房間,房间
Mandarin (Taiwanese),rooster,nouns,animals,公雞,公鸡
Mandarin (Taiwanese),run,verbs,action_words,跑,跑
Mandarin (Taiwanese),run,verbs,action_words,流(鼻涕),流
Mandarin (Taiwanese),sad,adjectives,descriptive_words,傷心的/難過的,伤心
Mandarin (Taiwanese),same,adjectives,descriptive_words,一樣的,一样
Mandarin (Taiwanese),sand,nouns,outside,沙子,沙子
Mandarin (Taiwanese),sandals,nouns,clothing,涼鞋,凉鞋
Mandarin (Taiwanese),sandwich,nouns,food_drink,三明治,三明治
Mandarin (Taiwanese),sausage,nouns,food_drink,香腸,香肠
Mandarin (Taiwanese),say,verbs,action_words,說話,说话
Mandarin (Taiwanese),scared,adjectives,descriptive_words,害怕的(好恐怖),害怕
Mandarin (Taiwanese),scarf,nouns,clothing,圍巾,围巾
Mandarin (Taiwanese),scissors,nouns,household,剪刀,剪刀
Mandarin (Taiwanese),scold,verbs,action_words,罵,骂
Mandarin (Taiwanese),seesaw (object),nouns,outside,翹翹板,翘翘板
Mandarin (Taiwanese),shake,verbs,action_words,搖,摇
Mandarin (Taiwanese),sheep,nouns,animals,小羊(咩咩),小羊
Mandarin (Taiwanese),sheep,nouns,animals,綿羊,绵羊
Mandarin (Taiwanese),shirt,nouns,clothing,衣物,衣物
Mandarin (Taiwanese),shoe,nouns,clothing,鞋子,鞋子
Mandarin (Taiwanese),shoe,nouns,clothing,皮鞋,皮鞋
Mandarin (Taiwanese),shorts,nouns,clothing,短褲,短裤
Mandarin (Taiwanese),shoulder,nouns,body_parts,肩膀,肩膀
Mandarin (Taiwanese),shovel,nouns,outside,鏟子,铲子
Mandarin (Taiwanese),sick,adjectives,descriptive_words,生病了,生病
Mandarin (Taiwanese),sink,nouns,furniture_rooms,水槽(洗手檯),水槽
Mandarin (Taiwanese),sit,verbs,action_words,坐,坐
Mandarin (Taiwanese),sky,nouns,outside,天空,天空
Mandarin (Taiwanese),slide (action),verbs,action_words,滑,滑
Mandarin (Taiwanese),slide (object),nouns,outside,溜滑梯,溜滑梯
Mandarin (Taiwanese),slipper,nouns,clothing,拖鞋,拖鞋
Mandarin (Taiwanese),slow,adjectives,descriptive_words,好慢/慢慢的,好慢
Mandarin (Taiwanese),small,adjectives,descriptive_words,小的,小
Mandarin (Taiwanese),smell,verbs,action_words,聞,闻
Mandarin (Taiwanese),smile (action),verbs,action_words,笑,笑
Mandarin (Taiwanese),snack,nouns,food_drink,點心,点心
Mandarin (Taiwanese),snail,nouns,animals,蝸牛,蜗牛
Mandarin (Taiwanese),snake,nouns,animals,蛇,蛇
Mandarin (Taiwanese),sneaker,nouns,clothing,布鞋(運動鞋),布鞋
Mandarin (Taiwanese),so,function_words,connecting_words,所以,所以
Mandarin (Taiwanese),soap,nouns,household,肥皂,肥皂
Mandarin (Taiwanese),sock,nouns,clothing,襪子,袜子
Mandarin (Taiwanese),soda,nouns,food_drink,汽水,汽水
Mandarin (Taiwanese),soft,adjectives,descriptive_words,好軟/軟軟的,好软
Mandarin (Taiwanese),soup,nouns,food_drink,湯,汤
Mandarin (Taiwanese),sour,adjectives,descriptive_words,好酸/酸酸的,好酸
Mandarin (Taiwanese),soy milk,nouns,food_drink,豆漿,豆浆
Mandarin (Taiwanese),soy sauce,nouns,food_drink,醬油,酱油
Mandarin (Taiwanese),spicy,adjectives,descriptive_words,好辣/辣辣的,好辣
Mandarin (Taiwanese),spider,nouns,animals,蜘蛛,蜘蛛
Mandarin (Taiwanese),spinach,nouns,food_drink,菠菜,菠菜
Mandarin (Taiwanese),spoon,nouns,household,湯匙,汤匙
Mandarin (Taiwanese),squat,verbs,action_words,蹲,蹲
Mandarin (Taiwanese),squirrel,nouns,animals,松鼠,松鼠
Mandarin (Taiwanese),stairs,nouns,furniture_rooms,樓梯,楼梯
Mandarin (Taiwanese),stand,verbs,action_words,排(東西),排
Mandarin (Taiwanese),stand,verbs,action_words,站,站
Mandarin (Taiwanese),star,nouns,outside,星星,星星
Mandarin (Taiwanese),stick,nouns,outside,棍子,棍子
Mandarin (Taiwanese),sticker,nouns,toys,貼紙,贴纸
Mandarin (Taiwanese),sticky,adjectives,descriptive_words,好臭/臭臭的,好 臭
Mandarin (Taiwanese),sticky,adjectives,descriptive_words,黏黏的,黏 的
Mandarin (Taiwanese),stop,verbs,action_words,停,停
Mandarin (Taiwanese),straw,nouns,household,吸管,吸管
Mandarin (Taiwanese),strawberry,nouns,food_drink,草莓,草莓
Mandarin (Taiwanese),stroller,nouns,vehicles,娃娃車(手推車),娃娃车
Mandarin (Taiwanese),sugar,nouns,food_drink,糖,糖
Mandarin (Taiwanese),sun,nouns,outside,太陽,太阳
Mandarin (Taiwanese),swallow,verbs,action_words,吞,吞
Mandarin (Taiwanese),sweater,nouns,clothing,毛衣,毛衣
Mandarin (Taiwanese),sweep,verbs,action_words,掃地,扫地
Mandarin (Taiwanese),sweet,adjectives,descriptive_words,甜甜的,甜
Mandarin (Taiwanese),swimsuit,nouns,clothing,泳衣,泳衣
Mandarin (Taiwanese),swing (object),nouns,outside,鞦韆,秋千
Mandarin (Taiwanese),table,nouns,furniture_rooms,桌子,桌子
Mandarin (Taiwanese),table,nouns,furniture_rooms,餐桌,餐桌
Mandarin (Taiwanese),take,verbs,action_words,拿,拿
Mandarin (Taiwanese),take,verbs,action_words,脫,脱
Mandarin (Taiwanese),tangerine,nouns,food_drink,橘子,橘子
Mandarin (Taiwanese),taxi,nouns,vehicles,計程車,计程车
Mandarin (Taiwanese),tea,nouns,food_drink,茶,茶
Mandarin (Taiwanese),tear,verbs,action_words,撕,撕
Mandarin (Taiwanese),teddybear,nouns,animals,小熊(泰迪熊),小熊
Mandarin (Taiwanese),telephone,nouns,household,電話,电话
Mandarin (Taiwanese),tell,verbs,action_words,告訴,告诉
Mandarin (Taiwanese),that,function_words,quantifiers,那個,那个
Mandarin (Taiwanese),then,function_words,connecting_words,後來,后来
Mandarin (Taiwanese),there,function_words,locations,在那裡,那里
Mandarin (Taiwanese),these,function_words,quantifiers,這些,这些
Mandarin (Taiwanese),think,verbs,action_words,想,想
Mandarin (Taiwanese),think,verbs,action_words,以為,以为
Mandarin (Taiwanese),thirsty,adjectives,descriptive_words,口渴了/好渴,口渴
Mandarin (Taiwanese),this,function_words,quantifiers,這個,这个
Mandarin (Taiwanese),those,function_words,quantifiers,那些,那些
Mandarin (Taiwanese),throw,verbs,action_words,丟,丢
Mandarin (Taiwanese),throw,verbs,action_words,投,投
Mandarin (Taiwanese),thunder,nouns,outside,打雷,打雷
Mandarin (Taiwanese),tickle,verbs,action_words,搔癢,搔痒
Mandarin (Taiwanese),tie,verbs,action_words,綁,绑
Mandarin (Taiwanese),tiger,nouns,animals,老虎,老虎
Mandarin (Taiwanese),tired,adjectives,descriptive_words,好累/累了,累
Mandarin (Taiwanese),tissue,nouns,household,衛生紙(面紙),卫生纸
Mandarin (Taiwanese),toast,nouns,food_drink,土司,土司
Mandarin (Taiwanese),toe,nouns,body_parts,腳趾頭,脚趾头
Mandarin (Taiwanese),toilet,nouns,furniture_rooms,廁所,厕所
Mandarin (Taiwanese),tomato,nouns,food_drink,蕃茄,蕃茄
Mandarin (Taiwanese),tongue,nouns,body_parts,舌頭,舌头
Mandarin (Taiwanese),tooth,nouns,body_parts,牙齒,牙齿
Mandarin (Taiwanese),toothbrush,nouns,household,牙刷,牙刷
Mandarin (Taiwanese),toothpaste,nouns,household,牙膏,牙膏
Mandarin (Taiwanese),touch,verbs,action_words,摸,摸
Mandarin (Taiwanese),towel,nouns,household,毛巾,毛巾
Mandarin (Taiwanese),toy (object),nouns,toys,玩具,玩具
Mandarin (Taiwanese),traffic light,nouns,outside,紅綠燈,红绿灯
Mandarin (Taiwanese),train,nouns,vehicles,火車,火车
Mandarin (Taiwanese),trash,nouns,household,垃圾桶,垃圾桶
Mandarin (Taiwanese),tree,nouns,outside,樹,树
Mandarin (Taiwanese),tricycle,nouns,vehicles,三輪車,三轮车
Mandarin (Taiwanese),truck,nouns,vehicles,垃圾車,垃圾车
Mandarin (Taiwanese),truck,nouns,vehicles,卡車,卡车
Mandarin (Taiwanese),tummy,nouns,body_parts,肚子,肚子
Mandarin (Taiwanese),turtle,nouns,animals,烏龜,乌龟
Mandarin (Taiwanese),TV,nouns,household,電視,电视
Mandarin (Taiwanese),umbrella,nouns,outside,雨傘,雨伞
Mandarin (Taiwanese),underpants,nouns,clothing,內褲(三角褲),内裤
Mandarin (Taiwanese),up,function_words,locations,向(往)上,向
Mandarin (Taiwanese),vegetable,nouns,food_drink,蔬菜,蔬菜
Mandarin (Taiwanese),vest,nouns,clothing,背心,背心
Mandarin (Taiwanese),walk,verbs,action_words,走/散步,走
Mandarin (Taiwanese),wanna,verbs,action_words,要,要
Mandarin (Taiwanese),wardrobe,nouns,furniture_rooms,衣櫥,衣橱
Mandarin (Taiwanese),wash,verbs,action_words,洗,洗
Mandarin (Taiwanese),washing machine,nouns,furniture_rooms,洗衣機,洗衣机
Mandarin (Taiwanese),water (beverage),nouns,food_drink,水(茶茶),水
Mandarin (Taiwanese),wear,verbs,action_words,穿,穿
Mandarin (Taiwanese),wet,adjectives,descriptive_words,濕濕的,湿
Mandarin (Taiwanese),what,function_words,question_words,什麼？,什么
Mandarin (Taiwanese),what time,function_words,question_words,幾點？,几点
Mandarin (Taiwanese),where,function_words,question_words,哪裡？,哪里
Mandarin (Taiwanese),which,function_words,question_words,哪一個？,哪个
Mandarin (Taiwanese),white,adjectives,descriptive_words,白色的,白色
Mandarin (Taiwanese),who,function_words,question_words,誰？,谁
Mandarin (Taiwanese),why,function_words,question_words,咦？,咦
Mandarin (Taiwanese),why,function_words,question_words,為什麼？,为什么
Mandarin (Taiwanese),wind,nouns,outside,風,风
Mandarin (Taiwanese),window,nouns,furniture_rooms,窗戶,窗户
Mandarin (Taiwanese),wipe,verbs,action_words,擦,擦
Mandarin (Taiwanese),wolf,nouns,animals,狼(大野狼),狼
Mandarin (Taiwanese),write,verbs,action_words,寫,写
Mandarin (Taiwanese),yellow,adjectives,descriptive_words,黃色的,黄色
Mandarin (Taiwanese),yes,verbs,action_words,是/對/好,是
Mandarin (Taiwanese),yucky,adjectives,descriptive_words,討厭的,讨厌 的
Mandarin (Taiwanese),yum yum,adjectives,descriptive_words,很好吃/好吃的,好吃
Mandarin (Taiwanese),zebra,nouns,animals,斑馬,斑马
Mandarin (Taiwanese),zipper,nouns,clothing,拉鍊,拉链
Mandarin (Taiwanese),awake,adjectives,descriptive_words,醒了/醒著,醒 着
Mandarin (Taiwanese),bitter,adjectives,descriptive_words,好苦/苦苦的,苦苦 的
Mandarin (Taiwanese),black,adjectives,descriptive_words,黑色的/黑黑的,黑黑的
Mandarin (Taiwanese),blue,adjectives,descriptive_words,藍藍的/藍色的,蓝色 的
Mandarin (Taiwanese),broken,adjectives,descriptive_words,破了/破掉了,破掉 了
Mandarin (Taiwanese),cold,adjectives,descriptive_words,好冷/冷冷的,冷冷的
Mandarin (Taiwanese),cute,adjectives,descriptive_words,好可愛/可愛的,可爱 的
Mandarin (Taiwanese),dirty,adjectives,descriptive_words,髒髒的/骯髒的,肮脏 的
Mandarin (Taiwanese),fast,adjectives,descriptive_words,好快/快的,快 的
Mandarin (Taiwanese),first,adjectives,descriptive_words,第一/第一名,第一名
Mandarin (Taiwanese),full,adjectives,descriptive_words,飽了/好飽,好 饱
Mandarin (Taiwanese),happy,adjectives,descriptive_words,快樂的/高興的,高兴 的
Mandarin (Taiwanese),hard,adjectives,descriptive_words,好硬/硬硬的,硬硬 的
Mandarin (Taiwanese),heavy,adjectives,descriptive_words,好重/重重的,重重的
Mandarin (Taiwanese),high,adjectives,descriptive_words,好高/高高的,高高的
Mandarin (Taiwanese),hit,verbs,action_words,碰/撞,撞
Mandarin (Taiwanese),hot,adjectives,descriptive_words,好熱/熱熱的,热热 的
Mandarin (Taiwanese),hot,adjectives,descriptive_words,好燙/燙燙的,烫烫 的
Mandarin (Taiwanese),hungry,adjectives,descriptive_words,餓了/好餓,好 饿
Mandarin (Taiwanese),hurry,verbs,action_words,快點/快一點,快 一点
Mandarin (Taiwanese),hurt,adjectives,descriptive_words,好痛/痛痛的,痛痛 的
Mandarin (Taiwanese),mud,nouns,outside,土/泥土,泥土
Mandarin (Taiwanese),no,verbs,action_words,不是/不對/不好,不 对
Mandarin (Taiwanese),noisy,adjectives,descriptive_words,好吵/吵鬧的,吵闹 的
Mandarin (Taiwanese),none,function_words,quantifiers,沒半個/沒有,没有
Mandarin (Taiwanese),not,verbs,action_words,不可以/不行,不行
Mandarin (Taiwanese),penis,nouns,body_parts,小ㄐㄐ/小鳥(生殖器),小鸟
Mandarin (Taiwanese),pretty,adjectives,descriptive_words,好漂亮/漂亮的,漂亮 的
Mandarin (Taiwanese),radio,nouns,household,收音機/音響,音响
Mandarin (Taiwanese),red,adjectives,descriptive_words,紅紅的/紅色的,红色 的
Mandarin (Taiwanese),sad,adjectives,descriptive_words,傷心的/難過的,难过 的
Mandarin (Taiwanese),slow,adjectives,descriptive_words,好慢/慢慢的,慢慢 的
Mandarin (Taiwanese),soft,adjectives,descriptive_words,好軟/軟軟的,软软 的
Mandarin (Taiwanese),sour,adjectives,descriptive_words,好酸/酸酸的,酸酸的
Mandarin (Taiwanese),spicy,adjectives,descriptive_words,好辣/辣辣的,辣辣的
Mandarin (Taiwanese),sticky,adjectives,descriptive_words,好臭/臭臭的,臭臭 的
Mandarin (Taiwanese),thirsty,adjectives,descriptive_words,口渴了/好渴,好渴
Mandarin (Taiwanese),tired,adjectives,descriptive_words,好累/累了,累 了
Mandarin (Taiwanese),walk,verbs,action_words,走/散步,散步
Mandarin (Taiwanese),yes,verbs,action_words,是/對/好,对
Mandarin (Taiwanese),yum yum,adjectives,descriptive_words,很好吃/好吃的,好吃 的
Mandarin (Taiwanese),no,verbs,action_words,不是/不對/不好,不好
Mandarin (Taiwanese),yes,verbs,action_words,是/對/好,好
