word_clean,n_train_instances,n_val_instances,n_total,train_frequency,all_frequency
Eule,457,122,1802645,0.0002535163606811,0.0003211946889155
Schlafanzug,19,6,1802645,0.0000105400675119,0.0000138685098841
Pfannkuchen,30,8,1802645,0.0000166422118609,0.0000210801350238
Unterhose,80,24,1802645,0.0000443792316291,0.0000576930011178
Hose,268,65,1802645,0.0001486704259574,0.0001847285516560
Papier,139,47,1802645,0.0000771089149555,0.0001031817135376
Nudeln,180,39,1802645,0.0000998532711654,0.0001214881465846
Birne,67,19,1802645,0.0000371676064894,0.0000477076740013
Stift,132,34,1802645,0.0000732257321880,0.0000920869056303
Pinguin,25,8,1802645,0.0000138685098841,0.0000183064330470
Bild,301,76,1802645,0.0001669768590044,0.0002091371290520
Schwein,163,37,1802645,0.0000904226844442,0.0001109480790727
Kissen,45,8,1802645,0.0000249633177914,0.0000294012409543
Pizza,137,28,1802645,0.0000759994341648,0.0000915321652350
Teller,117,35,1802645,0.0000649046262575,0.0000843205400952
spielen,511,110,1802645,0.0002834723420307,0.0003444937855207
Geschenk,51,16,1802645,0.0000282917601635,0.0000371676064894
schön,1361,312,1802645,0.0007550016780897,0.0009280806814431
Pudding,67,12,1802645,0.0000371676064894,0.0000438244912337
ziehen,323,74,1802645,0.0001791811477024,0.0002202319369593
drücken,127,39,1802645,0.0000704520302112,0.0000920869056303
stellen,154,32,1802645,0.0000854300208860,0.0001031817135376
ruhig,85,21,1802645,0.0000471529336059,0.0000588024819085
Regen,30,9,1802645,0.0000166422118609,0.0000216348754192
lesen,81,17,1802645,0.0000449339720244,0.0000543645587456
rot,448,113,1802645,0.0002485236971228,0.0003112093617989
Kühlschrank,20,5,1802645,0.0000110948079073,0.0000138685098841
reiten,18,4,1802645,0.0000099853271165,0.0000122042886980
Dach,225,59,1802645,0.0001248165889568,0.0001575462722832
Zimmer,157,48,1802645,0.0000870942420721,0.0001137217810495
traurig,127,20,1802645,0.0000704520302112,0.0000815468381184
dasselbe,10,4,1802645,0.0000055474039536,0.0000077663655351
sagen,600,164,1802645,0.0003328442372181,0.0004238216620577
Schal,14,4,1802645,0.0000077663655351,0.0000099853271165
Schere,150,37,1802645,0.0000832110593045,0.0001037364539330
sehen,1199,293,1802645,0.0006651337340408,0.0008276726698823
schütteln,15,2,1802645,0.0000083211059305,0.0000094305867212
Schaf,210,47,1802645,0.0001164954830263,0.0001425682816084
Hemd,21,4,1802645,0.0000116495483026,0.0000138685098841
Schuh,43,12,1802645,0.0000238538370006,0.0000305107217450
soll,2407,612,1802645,0.0013352601316399,0.0016747612536023
sollst,74,25,1802645,0.0000410507892569,0.0000549192991410
Schaufel,35,11,1802645,0.0000194159138377,0.0000255180581867
zeigen,112,24,1802645,0.0000621309242807,0.0000754446937694
Dusche,11,3,1802645,0.0000061021443490,0.0000077663655351
krank,120,34,1802645,0.0000665688474436,0.0000854300208860
singen,34,18,1802645,0.0000188611734424,0.0000288465005589
sitzen,243,53,1802645,0.0001348019160733,0.0001642031570276
Himmel,64,13,1802645,0.0000355033853033,0.0000427150104430
schlafen,209,52,1802645,0.0001159407426310,0.0001447872431899
Rutsche,55,17,1802645,0.0000305107217450,0.0000399413084662
langsam,204,48,1802645,0.0001131670406541,0.0001397945796316
Schlange,82,18,1802645,0.0000454887124198,0.0000554740395363
Schnee,91,21,1802645,0.0000504813759781,0.0000621309242807
Seife,10,4,1802645,0.0000055474039536,0.0000077663655351
Socken,123,46,1802645,0.0000682330686297,0.0000937511268164
weich,26,4,1802645,0.0000144232502795,0.0000166422118609
Suppe,34,6,1802645,0.0000188611734424,0.0000221896158145
Spaghetti,14,2,1802645,0.0000077663655351,0.0000088758463258
Spinne,17,5,1802645,0.0000094305867212,0.0000122042886980
Spinat,17,1,1802645,0.0000094305867212,0.0000099853271165
spritzen,13,5,1802645,0.0000072116251397,0.0000099853271165
Löffel,117,45,1802645,0.0000649046262575,0.0000898679440489
Eichhörnchen,184,51,1802645,0.0001020722327469,0.0001303639929104
Treppe,28,10,1802645,0.0000155327310702,0.0000210801350238
stehen,358,86,1802645,0.0001985970615401,0.0002463047355414
Stock,20,5,1802645,0.0000110948079073,0.0000138685098841
Stein,75,17,1802645,0.0000416055296523,0.0000510361163734
aufhören,22,4,1802645,0.0000122042886980,0.0000144232502795
Herd,16,4,1802645,0.0000088758463258,0.0000110948079073
Straße,152,36,1802645,0.0000843205400952,0.0001042911943283
Zucker,79,21,1802645,0.0000438244912337,0.0000554740395363
Sonne,176,42,1802645,0.0000976343095840,0.0001209334061892
Pullover,40,8,1802645,0.0000221896158145,0.0000266275389774
schwimmen,105,23,1802645,0.0000582477415132,0.0000710067706065
schaukeln,11,4,1802645,0.0000061021443490,0.0000083211059305
Tisch,276,66,1802645,0.0001531083491203,0.0001897212152143
nehmen,721,186,1802645,0.0003999678250571,0.0005031495385947
reden,25,4,1802645,0.0000138685098841,0.0000160874714655
Tee,92,19,1802645,0.0000510361163734,0.0000615761838853
reißen,12,2,1802645,0.0000066568847444,0.0000077663655351
Teddy,41,13,1802645,0.0000227443562099,0.0000299559813496
Telefon,66,17,1802645,0.0000366128660940,0.0000460434528152
die,26611,6685,1802645,0.0147621966610176,0.0184706362040224
der,18586,4520,1802645,0.0103104049882256,0.0128178315752686
ihnen,110,25,1802645,0.0000610214434900,0.0000748899533741
da,18011,4547,1802645,0.0099914292608916,0.0125138338386094
dies,111,22,1802645,0.0000615761838853,0.0000737804725833
diese,458,113,1802645,0.0002540711010765,0.0003167567657525
schmeißen,24,9,1802645,0.0000133137694887,0.0000183064330470
werfen,17,7,1802645,0.0000094305867212,0.0000133137694887
kitzeln,22,4,1802645,0.0000122042886980,0.0000144232502795
Tiger,141,35,1802645,0.0000782183957463,0.0000976343095840
Strumpfhose,21,6,1802645,0.0000116495483026,0.0000149779906748
müde,289,65,1802645,0.0001603199742600,0.0001963780999587
an,2679,694,1802645,0.0014861495191788,0.0018711393535610
um,880,196,1802645,0.0004881715479199,0.0005969006654111
Tomate,20,7,1802645,0.0000110948079073,0.0000149779906748
Zunge,44,11,1802645,0.0000244085773960,0.0000305107217450
Zahnbürste,22,6,1802645,0.0000122042886980,0.0000155327310702
anfassen,22,8,1802645,0.0000122042886980,0.0000166422118609
Handtuch,35,7,1802645,0.0000194159138377,0.0000232990966053
Spielzeug,67,18,1802645,0.0000371676064894,0.0000471529336059
Trecker,17,7,1802645,0.0000094305867212,0.0000133137694887
Bahn,80,18,1802645,0.0000443792316291,0.0000543645587456
Müll,53,15,1802645,0.0000294012409543,0.0000377223468847
Baum,182,61,1802645,0.0001009627519562,0.0001348019160733
Lastwagen,13,1,1802645,0.0000072116251397,0.0000077663655351
Bauch,167,41,1802645,0.0000926416460257,0.0001153860022356
Schildkröte,53,20,1802645,0.0000294012409543,0.0000404960488615
Fernseher,13,6,1802645,0.0000072116251397,0.0000105400675119
unter,429,95,1802645,0.0002379836296109,0.0002906839671705
uns,944,202,1802645,0.0005236749332231,0.0006357324930865
Staubsauger,18,7,1802645,0.0000099853271165,0.0000138685098841
gehen,743,198,1802645,0.0004121721137551,0.0005220107120370
laufen,161,52,1802645,0.0000893132036535,0.0001181597042124
wollen,1486,365,1802645,0.0008243442275101,0.0010268244718178
waschen,62,16,1802645,0.0000343939045125,0.0000432697508384
Waschmaschine,15,2,1802645,0.0000083211059305,0.0000094305867212
zugucken,24,8,1802645,0.0000133137694887,0.0000177516926516
gucken,1759,424,1802645,0.0009757883554444,0.0012109982830785
Wasser,738,195,1802645,0.0004093984117782,0.0005175727888741
wir,14348,3697,1802645,0.0079594151926752,0.0100102904343340
nass,187,57,1802645,0.0001037364539330,0.0001353566564687
was,18864,4809,1802645,0.0104646228181367,0.0131323693794397
wann,215,65,1802645,0.0001192691850031,0.0001553273107018
wo,4560,1184,1802645,0.0025296162028575,0.0031864288309678
welche,453,117,1802645,0.0002512973990997,0.0003162020253572
weiß,1762,434,1802645,0.0009774525766305,0.0012182099082182
wer,2734,727,1802645,0.0015166602409238,0.0019199565083530
warum,1179,305,1802645,0.0006540389261335,0.0008232347467194
Wind,41,7,1802645,0.0000227443562099,0.0000266275389774
Fenster,236,40,1802645,0.0001309187333058,0.0001531083491203
wischen,41,9,1802645,0.0000227443562099,0.0000277370197682
mit,7478,1854,1802645,0.0041483486765281,0.0051768373695320
Wolf,10,1,1802645,0.0000055474039536,0.0000061021443490
arbeiten,76,13,1802645,0.0000421602700476,0.0000493718951873
schreiben,74,20,1802645,0.0000410507892569,0.0000521455971642
Hof,38,14,1802645,0.0000210801350238,0.0000288465005589
gelb,317,77,1802645,0.0001758527053302,0.0002185677157732
Joghurt,71,22,1802645,0.0000393865680708,0.0000515908567688
euch,155,41,1802645,0.0000859847612813,0.0001087291174912
du,24847,6337,1802645,0.0137836346035964,0.0172990244890148
dein,827,166,1802645,0.0004587703069656,0.0005508572125959
Toilette,34,5,1802645,0.0000188611734424,0.0000216348754192
